genotype	texture	date_plate	avg6	avg1
ORL	80	mar_10_1_2	24.022	15.033
ORL	80	mar_10_1_2	30.375	21.024
ORL	80	mar_10_1_2	36.062	15.652
ORL	80	mar_10_1_2	47.845	30.414
ORL	80	mar_10_1_2	43.998	15.524
ORL	80	mar_10_1_2	63.821	29.206
ORL	80	mar_10_1_2	31.52	14.318
ORL	80	mar_10_1_2	39.866	8.944
ORL	80	mar_10_1_2	33.274	11.705
ORL	80	mar_10_1_2	68.578	40.792
ORL	80	mar_10_1_2	48.502	28.636
ORL	80	mar_10_1_2	37.676	17.72
ORL	80	mar_10_1_2	58.782	22.561
ORL	80	mar_10_1_2	41.03	14.036
ORL	80	mar_10_1_2	55.155	46.098
ORL	80	mar_10_1_2	35.086	16.125
ORL	80	mar_10_1_2	51.087	38.484
ORL	80	mar_10_1_2	34.048	13.342
ORL	80	mar_10_1_2	45.964	22.361
ORL	80	mar_10_1_2	74.955	23.601
ORL	80	mar_10_1_2	24.067	13
ORL	80	mar_10_1_2	25.392	18.439
ORL	80	mar_10_1_2	36.273	17.72
ORL	80	mar_10_1_2	27.187	14.213
ORL	80	mar_10_1_2	92.74	31.953
ORL	80	mar_10_1_2	51.859	14.422
ORL	80	mar_10_1_2	22.05	14.142
ORL	80	mar_10_1_2	33.243	19.799
ORL	80	mar_10_1_2	53.324	18.111
ORL	80	mar_10_1_2	52.928	25.962
ORL	80	mar_10_1_2	102.779	52.802
ORL	80	mar_10_1_2	27.381	12.166
ORL	80	mar_10_1_2	81.207	68.949
ORL	80	mar_10_1_2	75.155	48.662
ORL	80	mar_10_1_2	99.244	52.802
ORL	80	mar_10_1_2	95.735	36.878
ORL	80	mar_10_1_2	96.22	66.37
ORL	80	mar_10_1_2	78.316	31.048
ORL	80	mar_10_1_2	48.621	11.18
ORL	80	mar_10_1_2	58.661	40.792
ORL	80	mar_10_1_2	53.053	17.493
ORL	80	mar_10_1_2	53.634	27.203
ORL	80	mar_10_1_2	49.445	20.809
ORL	80	mar_10_1_2	43.782	18.385
ORL	80	mar_10_1_2	50.989	15
ORL	80	mar_10_1_2	43.803	21.095
ORL	80	mar_10_1_2	45.797	12.369
ORL	80	mar_10_1_2	60.597	43.681
ORL	80	mar_10_1_2	42.308	27.785
ORL	80	mar_10_1_2	54.305	37.696
ORL	80	mar_10_1_2	59.082	24.759
ORL	80	mar_10_1_2	87.109	71.197
ORL	80	mar_10_1_2	63.14	49.477
ORL	80	mar_10_1_2	70.657	20.224
ORL	80	mar_10_1_2	70.078	23.854
ORL	80	mar_10_1_2	34.387	23.431
ORL	80	mar_10_1_2	50.251	24.187
ORL	80	mar_10_1_2	48.631	32.016
ORL	80	mar_10_1_2	24.189	20.616
ORL	80	mar_10_1_2	108.558	88.814
ORL	80	mar_10_1_2	36.484	12.369
ORL	80	mar_10_1_2	27.672	10.296
ORL	80	mar_10_1_2	44.584	37.59
ORL	80	mar_10_1_2	37.031	17.263
ORL	80	mar_10_1_2	61.717	43.186
ORL	80	mar_10_1_2	34	13.892
ORL	80	mar_10_1_2	57	16.125
ORL	80	mar_10_1_2	30.454	14.036
ORL	80	mar_10_1_2	83.665	30.463
ORL	80	mar_10_1_2	67.988	39.85
ORL	80	mar_10_1_2	50.282	16.125
ORL	80	mar_10_1_2	51.85	29.967
ORL	80	mar_10_1_2	43.588	11.662
ORL	80	mar_10_1_2	30.921	16.401
ORL	80	mar_10_1_2	32.287	14.422
ORL	80	mar_10_1_2	53.402	13.454
ORL	80	mar_10_1_2	47.044	32.985
ORL	80	mar_10_1_2	65.203	37.483
ORL	80	mar_10_1_2	88.525	28.844
ORL	80	mar_10_1_2	42.203	29.069
ORL	80	mar_10_1_2	36.203	27.019
ORL	80	mar_10_1_2	92.516	47.854
ORL	80	mar_10_1_2	63.691	17.263
ORL	80	mar_10_1_2	122.06	60.605
ORL	80	mar_10_1_2	69.434	30.594
ORL	80	mar_10_1_2	26.711	10.817
ORL	80	mar_10_1_2	35.94	13.928
ORL	80	mar_10_1_2	92.21	59.641
ORL	80	mar_10_1_2	107.05	74.626
ORL	80	mar_10_1_2	76.796	46.487
ORL	80	mar_10_1_2	51.271	16.401
ORL	80	mar_10_1_2	75.179	25.807
ORL	80	mar_10_1_2	33.359	8.246
ORL	80	mar_10_1_2	78.588	53.226
ORL	80	mar_10_1_2	52.654	11.402
ORL	80	mar_10_1_2	95.132	33.541
ORL	80	mar_10_1_2	95.732	33.541
ORL	80	mar_10_1_2	88.961	33.242
ORL	80	mar_10_1_2	87.54	23.601
ORL	80	mar_10_1_2	102.438	74.632
ORL	80	mar_10_1_2	84.685	31.385
ORL	80	mar_10_1_2	105.73	66.483
ORL	80	mar_10_1_2	59.996	28
ORL	80	mar_10_1_2	61.006	33.242
ORL	80	mar_10_1_2	60.722	25.495
ORL	80	mar_10_1_2	57.394	32.311
ORL	80	mar_10_1_2	68.207	32.311
ORL	80	mar_10_1_2	112.018	44.944
ORL	80	mar_10_1_2	147.673	118.802
ORL	80	mar_10_1_2	119.133	89.644
ORL	80	mar_10_1_2	32.875	14.318
ORL	80	mar_10_1_2	57.216	28.601
ORL	80	mar_10_1_2	53.657	18.028
ORL	80	mar_10_1_2	95.741	59.841
ORL	80	mar_10_1_2	142.491	87.464
ORL	80	mar_10_1_2	49.032	19.105
ORL	80	mar_10_1_2	64.831	17.029
ORL	80	mar_10_1_2	77.157	28.443
ORL	80	mar_10_1_2	75.092	43.932
ORL	80	mar_10_1_2	130.424	102.391
ORL	80	mar_10_1_2	46.169	28.071
ORL	80	mar_10_1_2	53.925	26.249
ORL	80	mar_10_1_2	47.213	28.284
ORL	80	mar_10_1_2	137.059	72.691
ORL	80	mar_10_1_2	60.875	14.318
ORL	80	mar_10_1_2	40.164	12.207
ORL	80	mar_10_1_2	92.81	44.911
ORL	80	mar_10_1_2	59.213	15.652
ORL	80	mar_10_1_2	50.674	12.207
ORL	80	mar_10_1_2	64.623	26.683
ORL	80	mar_10_1_2	71.123	38.601
ORL	80	mar_10_1_2	69.734	39.217
ORL	80	mar_10_1_2	78.955	41.4
ORL	80	mar_10_1_2	123.97	54.589
ORL	80	mar_10_1_2	55.867	31.145
ORL	80	mar_10_1_2	46.563	32.45
ORL	80	mar_10_1_2	54.39	31.145
ORL	80	mar_10_1_2	86.109	36.235
ORL	80	mar_10_1_2	56.914	43.658
ORL	80	mar_10_1_2	91.177	36.235
ORL	80	mar_10_1_2	39.986	21.633
ORL	80	mar_10_1_2	108.426	79.228
ORL	80	mar_10_1_2	60.333	41.231
ORL	80	mar_10_1_2	60.793	51.971
ORL	80	mar_10_1_2	68.766	20.881
ORL	80	mar_10_1_2	81.4	40.2
ORL	80	mar_10_1_2	60.611	33.734
ORL	80	mar_10_1_2	46.231	28.46
ORL	80	mar_10_1_2	58.709	38.588
ORL	80	mar_10_1_2	37.51	18
ORL	80	mar_10_1_2	39.82	20.616
ORL	80	mar_10_1_2	74.337	60
ORL	80	mar_10_1_2	74.338	34.713
ORL	80	mar_10_1_2	91.383	52.498
ORL	80	mar_10_1_2	50.172	20.616
ORL	80	mar_10_1_2	38.428	24.759
ORL	80	mar_10_1_2	43.733	35.384
ORL	80	mar_10_1_2	94.464	36.878
ORL	80	mar_10_1_2	78.186	51.884
ORL	80	mar_10_1_2	68.338	31.048
ORL	80	mar_10_1_2	49.341	41.629
ORL	80	mar_10_1_2	57.59	42.048
ORL	80	mar_10_1_2	69.757	54.083
ORL	80	mar_10_1_2	74.246	49.336
ORL	80	mar_10_1_2	93.687	52.498
ORL	80	mar_10_1_2	94.087	76.609
ORL	80	mar_10_1_2	73.55	54.083
ORL	80	mar_10_1_2	48.521	25.962
ORL	80	mar_10_1_2	55.877	32.202
ORL	80	mar_10_1_2	50.872	17.493
ORL	80	mar_10_1_2	53.404	33.838
ORL	80	mar_10_1_2	46.207	16.125
ORL	80	mar_10_1_2	41.273	26.401
ORL	80	mar_10_1_2	48.168	26.87
ORL	80	mar_10_1_2	53.027	36.222
ORL	80	mar_10_1_2	50.64	32.016
ORL	80	mar_10_1_2	52.103	28.844
ORL	80	mar_10_1_2	54.091	28.844
ORL	80	mar_10_1_2	46.951	27.785
ORL	80	mar_10_1_2	47.889	26.87
ORL	80	mar_10_1_2	60.857	22.847
ORL	80	mar_10_1_2	74.994	44.598
ORL	80	mar_10_1_2	41.977	26.476
ORL	80	mar_10_1_2	61.882	34.655
ORL	80	mar_10_1_2	82.755	38.91
ORL	80	mar_10_1_2	53.041	42.544
ORL	80	mar_10_1_2	54.526	29.206
ORL	80	mar_10_1_2	1142.358	665.52
ORL	80	mar_10_1_2	992.389	800.956
ORL	80	mar_10_1_2	91.771	51.478
ORL	80	mar_10_1_2	66.104	38.91
ORL	80	mar_10_1_2	69.314	47.381
ORL	80	mar_10_1_2	41.434	23.431
ORL	80	mar_10_1_2	48.317	12.649
ORL	80	mar_10_1_2	58.463	28.16
ORL	80	mar_10_1_2	158.518	112.004
ORL	80	mar_10_1_2	59.58	38.91
ORL	80	mar_10_1_2	84.796	61.188
ORL	80	mar_10_1_2	102.119	26.077
ORL	80	mar_10_1_2	57.851	39.115
ORL	80	mar_10_1_2	111.436	95.341
ORL	80	mar_10_1_2	73.352	45.188
ORL	80	mar_10_1_2	89.446	26.077
ORL	80	mar_10_1_2	69.493	50.448
ORL	80	mar_10_1_2	56.938	38.288
ORL	80	mar_10_1_2	108.954	74.632
ORL	80	mar_10_1_2	44.441	19.849
ORL	80	mar_10_1_2	72.151	39.623
ORL	80	mar_10_1_2	57.218	41.785
ORL	80	mar_10_1_2	71.96	58.6
ORL	80	mar_10_1_2	87.562	64.514
ORL	80	mar_10_1_2	43.599	36.125
ORL	80	mar_10_1_2	71.971	39.598
ORL	80	mar_10_1_2	86.58	67.365
ORL	80	mar_10_1_2	69.049	17.692
ORL	80	mar_10_1_2	113.795	98.717
ORL	80	mar_10_1_2	106.198	41
ORL	80	mar_10_1_2	71.887	17.088
ORL	80	mar_10_1_2	63.366	46.84
ORL	80	mar_10_1_2	57.113	34.015
ORL	80	mar_10_1_2	90.918	53.31
ORL	80	mar_10_1_2	48.567	29.967
ORL	80	mar_10_1_2	99.598	41
ORL	80	mar_10_1_2	86.155	66.611
ORL	80	mar_10_1_2	50.247	31.78
ORL	80	mar_10_1_2	79.74	45.222
ORL	80	mar_10_1_2	91.222	56.639
ORL	80	mar_10_1_2	70.721	9
ORL	80	mar_10_1_2	40.175	25.239
ORL	80	mar_10_1_2	61.438	38.484
ORL	80	mar_10_1_2	44.106	25.08
ORL	80	mar_10_1_2	92.244	28.844
ORL	80	mar_10_1_2	56.742	32.558
ORL	80	mar_10_1_2	66.153	23.087
ORL	80	mar_10_1_2	96.266	82.807
ORL	80	mar_10_1_2	76.55	45.222
ORL	80	mar_10_1_2	101.982	43.417
ORL	80	mar_10_1_2	120.014	84.929
ORL	80	mar_10_1_2	82.575	60.729
ORL	80	mar_10_1_2	98.222	64.661
ORL	80	mar_10_1_2	104.87	43.417
ORL	80	mar_10_1_2	45.114	29.833
ORL	80	mar_10_1_2	105.692	14.318
ORL	80	mar_10_1_2	118.148	71.701
ORL	80	mar_10_1_2	80.451	69.029
ORL	80	mar_10_1_2	96.223	78.873
ORL	80	mar_10_1_2	45.706	24.698
ORL	80	mar_10_1_2	56.247	15.264
ORL	80	mar_10_1_2	63.8	16.401
ORL	80	mar_10_1_2	81.904	58.31
ORL	80	mar_10_1_2	93.61	56.223
ORL	80	mar_10_1_2	43.909	36.139
ORL	80	mar_10_1_2	31.781	18.385
ORL	80	mar_10_1_2	34.107	15.62
ORL	80	mar_10_1_2	146.604	90.427
ORL	80	mar_10_1_2	88.336	48.301
ORL	80	mar_10_1_2	80.852	45.88
ORL	80	mar_10_1_2	117.261	53.038
ORL	80	mar_10_1_2	109.623	66.708
ORL	80	mar_10_1_2	95.436	54.626
ORL	80	mar_10_1_2	89.598	62.394
ORL	80	mar_10_1_2	125.353	63.325
ORL	80	mar_10_1_2	90.89	38.013
ORL	80	mar_10_1_2	81.606	48.374
ORL	80	mar_10_1_2	75.788	15.62
ORL	80	mar_10_1_2	80.598	23.087
ORL	80	mar_10_1_2	102.787	46.141
ORL	80	mar_10_1_2	106.717	46.141
ORL	80	mar_10_1_2	79.858	47.539
ORL	80	mar_10_1_2	111.29	73.573
ORL	80	mar_10_1_2	108.439	58.523
ORL	80	mar_10_1_2	111.629	82.759
ORL	80	mar_10_1_2	112.625	53.235
ORL	80	mar_10_1_2	108.632	53.235
ORL	80	mar_10_1_2	70.858	26
ORL	80	mar_10_1_2	72.931	34.713
ORL	80	mar_10_1_2	60.697	28.862
ORL	80	mar_10_1_2	52.161	24.187
ORL	80	mar_10_1_2	98.818	59.076
ORL	80	mar_10_1_2	92.47	54.231
ORL	80	mar_10_1_2	72.374	28.862
ORL	80	mar_10_1_2	160.606	88.193
ORL	80	mar_10_1_2	95.539	60.44
ORL	80	mar_10_1_2	56.484	18.358
ORL	80	mar_10_1_2	125.976	70.711
ORL	80	mar_10_1_2	61.122	22.204
ORL	80	mar_10_1_2	117.462	53.666
ORL	80	mar_10_1_2	86.23	54.148
ORL	80	mar_10_1_2	145.217	123.891
ORL	80	mar_10_1_2	107.687	59.093
ORL	80	mar_10_1_2	127.195	92.574
ORL	80	mar_10_1_2	27.326	13
ORL	80	mar_10_1_2	64.105	38.079
ORL	80	mar_10_1_2	39.474	12.166
ORL	80	mar_10_1_2	150.914	81.786
ORL	80	mar_10_1_2	68.65	27.019
ORL	80	mar_10_1_2	99.463	34.655
ORL	80	mar_10_1_2	106.049	11.045
ORL	80	mar_10_1_2	73.293	61.814
ORL	80	mar_10_1_2	56.263	25.02
ORL	80	mar_10_1_2	82.179	53.151
ORL	80	mar_10_1_2	116.86	63.008
ORL	80	mar_10_1_2	49.705	32.757
ORL	80	mar_10_1_2	53.858	27.514
ORL	80	mar_10_1_2	66.063	21.095
ORL	80	mar_10_1_2	59.806	39.825
ORL	80	mar_10_1_2	71.526	46.065
ORL	80	mar_10_1_2	53.67	32
ORL	80	mar_10_1_2	146.628	64.195
ORL	80	mar_10_1_2	114.282	63.008
ORL	80	mar_10_1_2	52.555	40.447
ORL	80	mar_10_1_2	75.753	56.727
ORL	80	mar_10_1_2	88.039	22.361
ORL	80	mar_10_1_2	68.243	47.043
ORL	80	mar_10_1_2	43.3	26.571
ORL	80	mar_10_1_2	70.051	46.239
ORL	80	mar_10_1_2	46.457	17.205
ORL	80	mar_10_1_2	54.261	37.483
ORL	80	mar_10_1_2	55.755	14.318
ORL	80	mar_10_1_2	51.645	17.205
ORL	80	mar_10_1_2	76.73	55.866
ORL	80	mar_10_1_2	76.512	41.11
ORL	80	mar_10_1_2	81.799	52.498
ORL	80	mar_10_1_2	99.2	60.017
ORL	80	mar_10_1_2	61.619	41.11
ORL	80	mar_10_1_2	58.827	26.683
ORL	80	mar_10_1_2	99.891	72.691
ORL	80	mar_10_1_2	36.191	17.804
ORL	80	mar_10_1_2	73.978	42.45
ORL	80	mar_10_1_2	62.922	56.851
ORL	80	mar_10_1_2	75.206	29.682
ORL	80	mar_10_1_2	89.547	60.017
ORL	80	mar_10_1_2	77.988	39.85
ORL	80	mar_10_1_2	65.884	56.036
ORL	80	mar_10_1_2	55.883	38.601
ORL	80	mar_10_1_2	78.005	38.288
ORL	80	mar_10_1_2	81.032	41.4
ORL	80	mar_10_1_2	64.386	52.839
ORL	80	mar_10_1_2	49.688	22.472
ORL	80	mar_10_1_2	62.438	40.46
ORL	80	mar_10_1_2	44.243	22.472
ORL	80	mar_10_1_2	72.109	40.2
ORL	80	mar_10_1_2	45.165	37.483
ORL	80	mar_10_1_2	46.044	41.231
ORL	80	mar_10_1_2	45.873	30.232
ORL	80	mar_10_1_2	59.01	42.638
ORL	80	mar_10_1_2	53.14	29.206
ORL	80	mar_10_1_2	53.768	39.115
ORL	80	mar_10_1_2	49.014	29.206
ORL	80	mar_10_1_2	41.529	24.166
ORL	80	mar_10_1_2	78.043	34.713
ORL	80	mar_10_1_2	50.965	39.115
ORL	80	mar_10_1_2	41.669	26.833
ORL	80	mar_10_1_2	44.016	27.019
ORL	80	mar_10_1_2	45.756	26.401
ORL	80	mar_10_1_2	51.097	31.064
ORL	80	mar_10_1_2	62.591	48.662
ORL	80	mar_10_1_2	83.157	43.681
ORL	80	mar_10_1_2	755.769	665.52
ORL	80	mar_10_1_2	124.687	79.006
ORL	80	mar_10_1_2	70.469	47.381
ORL	80	mar_10_1_2	88.447	68.797
ORL	80	mar_10_1_2	149.84	87.281
ORL	80	mar_10_1_2	141.853	104.709
ORL	80	mar_10_1_2	57.935	35.384
ORL	80	mar_10_1_2	134.956	107.079
ORL	80	mar_10_1_2	48.866	39.051
ORL	80	mar_10_1_2	65.626	28.16
ORL	80	mar_10_1_2	138.305	111.893
ORL	80	mar_10_1_2	72.46	32.249
ORL	80	mar_10_1_2	47.671	43.463
ORL	80	mar_10_1_2	50.76	39.825
ORL	80	mar_10_1_2	71.026	41.785
ORL	80	mar_10_1_2	90.883	62.801
ORL	80	mar_10_1_2	89.601	75.166
ORL	80	mar_10_1_2	80.651	53.31
ORL	80	mar_10_1_2	57.307	41.231
ORL	80	mar_10_1_2	88.663	64.031
ORL	80	mar_10_1_2	83.284	73.593
ORL	80	mar_10_1_2	92.528	41.437
ORL	80	mar_10_1_2	67.216	28.792
ORL	80	mar_10_1_2	92.056	42.544
ORL	80	mar_10_1_2	50.831	36.125
ORL	80	mar_10_1_2	59.697	39.825
ORL	80	mar_10_1_2	66.386	22.204
ORL	80	mar_10_1_2	58.128	34.234
ORL	80	mar_10_1_2	88.307	66.611
ORL	80	mar_10_1_2	84.057	57.385
ORL	80	mar_10_1_2	70.035	51.264
ORL	80	mar_10_1_2	91.403	73.763
ORL	80	mar_10_1_2	104.897	55.57
ORL	80	mar_10_1_2	45.738	26.926
ORL	80	mar_10_1_2	63.906	37.643
ORL	80	mar_10_1_2	81.861	41.677
ORL	80	mar_10_1_2	64.199	55.027
ORL	80	mar_10_1_2	76.421	64.661
ORL	80	mar_10_1_2	78.538	38
ORL	80	mar_10_1_2	95.334	88.6
ORL	80	mar_10_1_2	58.55	25.942
ORL	80	mar_10_1_2	62.199	38.079
ORL	80	mar_10_1_2	84.529	42.942
ORL	80	mar_10_1_2	69.978	38
ORL	80	mar_10_1_2	88.513	42.942
ORL	80	mar_10_1_2	83.953	42.107
ORL	80	mar_10_1_2	43.498	31.257
ORL	80	mar_10_1_2	90.448	44.045
ORL	80	mar_10_1_2	42.292	29.833
ORL	80	mar_10_1_2	81.815	42.107
ORL	80	mar_10_1_2	106.543	69.029
ORL	80	mar_10_1_2	136.512	30.806
ORL	80	mar_10_1_2	93.592	46.011
ORL	80	mar_10_1_2	116.752	56.613
ORL	80	mar_10_1_2	41.946	19.849
ORL	80	mar_10_1_2	96.029	71.028
ORL	80	mar_10_1_2	88.247	46.011
ORL	80	mar_10_1_2	101.82	81.688
ORL	80	mar_10_1_2	60.298	45.88
ORL	80	mar_10_1_2	101.772	84.599
ORL	80	mar_10_1_2	92.48	38.419
ORL	80	mar_10_1_2	103.63	38.419
ORL	80	mar_10_1_2	76.541	38.013
ORL	80	mar_10_1_2	110.493	53.038
ORL	80	mar_10_1_2	81.109	16.031
ORL	80	mar_10_1_2	101.758	74.632
ORL	80	mar_10_1_2	79.228	48.847
ORL	80	mar_10_1_2	101.784	36.235
ORL	80	mar_10_1_2	79.54	49.578
ORL	80	mar_10_1_2	90.778	36.235
ORL	80	mar_10_1_2	90.485	63.032
ORL	80	mar_10_1_2	70.9	54.231
ORL	80	mar_10_1_2	64.961	33.242
ORL	80	mar_10_1_2	87.857	59
ORL	80	mar_10_1_2	121.543	53.339
ORL	80	mar_10_1_2	100.111	63.6
ORL	80	mar_10_1_2	101.272	63.071
ORL	80	mar_10_1_2	64.207	29.833
ORL	80	mar_10_1_2	133.132	70.711
ORL	80	mar_10_1_2	55.692	39.319
ORL	80	mar_10_1_2	140.421	99.725
ORL	80	mar_10_1_2	67.27	40.804
ORL	80	mar_10_1_2	55.856	44.721
ORL	80	mar_10_1_2	33.629	10.817
ORL	80	mar_10_1_2	83.044	43.012
ORL	80	mar_10_1_2	60.249	35.057
ORL	80	mar_10_1_2	37.685	25.06
ORL	80	mar_10_1_2	138.483	118.533
ORL	80	mar_10_1_2	40.142	28.792
ORL	80	mar_10_1_2	137.303	41.437
ORL	80	mar_10_1_2	73.259	27.019
ORL	80	mar_10_1_2	136.524	41.437
ORL	80	mar_10_1_2	130.246	42.19
ORL	80	mar_10_1_2	52.411	35.057
ORL	80	mar_10_1_2	136.063	107.075
ORL	80	mar_10_1_2	142.721	81.786
ORL	80	mar_10_1_2	114.729	81.468
ORL	80	mar_10_1_2	110.101	52
ORL	80	mar_10_1_2	49.05	27.203
ORL	80	mar_10_1_2	114.866	51.865
ORL	80	mar_10_1_2	50.637	31.89
ORL	80	mar_10_1_2	79.668	49.497
ORL	80	mar_10_1_2	119.058	59.682
ORL	80	mar_10_1_2	109.138	92.022
ORL	80	mar_10_1_2	93.223	46.487
ORL	80	mar_10_1_2	150.285	106.902
ORL	80	mar_10_1_2	87.645	52.555
ORL	80	mar_10_1_2	130.028	78.568
ORL	80	mar_10_1_2	76.015	40.447
ORL	80	mar_10_1_2	81.551	44.911
ORL	80	mar_10_1_2	64.348	38.601
ORL	80	mar_10_1_2	109.363	67.956
ORL	80	mar_10_1_2	65.337	52.202
ORL	80	mar_10_1_2	99.804	78.568
ORL	80	mar_10_1_2	68.767	45.222
ORL	80	mar_10_1_2	61.069	45.222
ORL	80	mar_10_1_2	41.052	18.028
ORL	80	mar_10_1_2	55.498	36.797
ORL	80	mar_10_1_2	84.199	38.288
ORL	80	mar_10_1_2	78.645	51.614
ORL	80	mar_10_1_2	67.165	33.838
ORL	80	mar_10_1_2	55.31	24.739
ORL	80	mar_10_1_2	64.17	47.676
ORL	80	mar_10_1_2	45.936	22
ORL	80	mar_10_1_2	60.726	32.202
ORL	80	mar_10_1_2	67.009	38.91
ORL	80	mar_10_1_2	71.223	57.801
ORL	80	mar_10_1_2	122.1	72.56
ORL	80	mar_10_1_2	103.149	81.468
ORL	80	mar_10_1_2	69.26	39.825
ORL	80	mar_10_1_2	71.944	38.471
ORL	80	mar_10_1_2	70.455	38.471
ORL	80	mar_10_1_2	50.484	34.928
ORL	80	mar_10_1_2	60.796	41.34
ORL	80	mar_10_1_2	89.347	57.489
ORL	80	mar_10_1_2	51.795	37.483
ORL	80	mar_10_1_2	61.753	22.204
ORL	80	mar_10_1_2	63.301	38.949
ORL	80	mar_10_1_2	51.548	30.067
ORL	80	mar_10_1_2	44.656	29.069
ORL	80	mar_10_1_2	57.109	27.893
ORL	80	mar_10_1_2	79.74	55.57
ORL	80	mar_10_1_2	43.722	32.757
ORL	80	mar_10_1_2	59.505	41.785
ORL	80	mar_10_1_2	97.685	74.411
ORL	80	mar_10_1_2	46.561	24.698
ORL	80	mar_10_1_2	139.306	60.605
ORL	80	mar_10_1_2	75.739	31.321
ORL	80	mar_10_1_2	42.377	24.166
ORL	80	mar_10_1_2	81.69	39.051
ORL	80	mar_10_1_2	73.414	59.135
ORL	80	mar_10_1_2	40.595	32.388
ORL	80	mar_10_1_2	169.784	135.949
ORL	80	mar_10_1_2	149.867	47.76
ORL	80	mar_10_1_2	56.697	24.021
ORL	80	mar_10_1_2	135.095	47.76
ORL	80	mar_10_1_2	70.89	34.886
ORL	80	mar_10_1_2	79.656	31.953
ORL	80	mar_10_1_2	76.105	63.695
ORL	80	mar_10_1_2	97.402	60.017
ORL	80	mar_10_1_2	107.766	53.339
ORL	80	mar_10_1_2	66.722	18.028
ORL	80	mar_10_1_2	58.052	18.028
ORL	80	mar_10_1_2	97.787	53.666
ORL	80	mar_10_1_2	150.864	63.53
ORL	80	mar_10_1_2	76.092	55.714
ORL	80	mar_10_1_2	140.397	105.537
ORL	80	mar_10_1_2	60.346	52.469
ORL	80	mar_10_1_2	51.769	23.537
ORL	80	mar_10_1_2	69.808	40.804
ORL	80	mar_10_1_2	104.987	62.682
ORL	80	mar_10_1_2	120.701	62.642
ORL	80	mar_10_1_2	45.071	26.173
ORL	80	mar_10_1_2	63.297	51.196
ORL	80	mar_10_1_2	112.294	42.19
ORL	80	mar_10_1_2	80.588	53.339
ORL	80	mar_10_1_2	68.615	47.043
ORL	80	mar_10_1_2	81.387	46.487
ORL	80	mar_10_1_2	151.326	64.195
ORL	80	mar_10_1_2	82.332	52.326
ORL	80	mar_10_1_2	54.055	35
ORL	80	mar_10_1_2	57.614	35
ORL	80	mar_10_1_2	42.057	19.849
ORL	80	mar_10_1_2	49.818	23.022
ORL	80	mar_10_1_2	55.463	23.022
ORL	80	mar_10_1_2	72.905	51.225
ORL	80	mar_10_1_2	53.136	41.037
ORL	80	mar_10_1_2	44.618	21.84
ORL	80	mar_10_1_2	75.472	53.451
ORL	80	mar_10_1_2	56.376	38.118
ORL	80	mar_10_1_2	57.247	41.049
ORL	80	mar_10_1_2	51.125	28.16
ORL	80	mar_10_1_2	70.764	39.825
ORL	80	mar_10_1_2	68.604	48.166
ORL	80	mar_10_1_2	58.604	37.696
ORL	80	mar_10_1_2	76.375	44.204
ORL	80	mar_10_1_2	81.359	40.497
ORL	80	mar_10_1_2	102.442	63.071
ORL	80	mar_10_1_2	63.815	44.272
ORL	80	mar_10_1_2	148.784	63.53
ORL	80	mar_10_1_2	61.298	55.946
ORL	80	mar_10_1_2	131.851	81.609
ORL	80	mar_10_1_2	161.896	143.108
ORL	80	mar_10_1_2	73.411	46.819
ORL	80	mar_10_1_2	120.115	59.682
ORL	80	mar_10_1_2	104.351	72.422
ORL	80	mar_10_1_2	81.841	49.649
ORL	80	mar_10_1_2	80.164	51.614
ORL	80	mar_10_1_2	49.88	21.378
ORL	80	mar_10_1_2	69.992	39.013
ORL	80	mar_10_1_2	67.544	41.437
ORL	80	mar_10_1_2	59.706	47.539
ORL	80	mar_10_1_2	112.885	82.855
ORL	80	mar_10_1_2	115.683	78.409
ORL	80	mar_10_1_2	95.932	44.204
ORL	80	mar_10_1_2	36.649	14.318
ORL	80	mar_10_1_2	41.587	26.833
ORL	80	mar_10_1_2	42.228	25.632
ORL	80	mar_10_1_2	43.712	19.849
ORL	80	mar_10_1_2	26.456	16.155
ORL	80	mar_10_1_2	29.399	16.155
ORL	80	mar_10_1_2	35.419	26.249
ORL	80	mar_10_1_2	48.07	26.249
ORL	80	mar_10_1_2	40.612	26.249
ORL	80	mar_10_1_2	29.693	13
ORL	80	mar_10_1_2	30.949	20.396
ORL	80	mar_10_1_2	34.593	13
ORL	80	mar_10_1_2	43.043	13.892
ORL	80	mar_10_1_2	29.565	15
ORL	80	mar_10_1_2	28.518	15
ORL	80	mar_10_1_2	39.573	21.378
ORL	80	mar_10_1_2	37.153	21.378
ORL	80	mar_10_1_2	39.654	31.623
ORL	80	mar_10_1_2	38.924	12.369
ORL	80	mar_10_1_2	42.315	24.187
ORL	80	mar_10_1_2	29.859	9.487
ORL	80	mar_10_1_2	30.138	9.487
ORL	80	mar_10_1_2	36.977	19
ORL	80	mar_10_1_2	40.406	22.825
ORL	80	mar_10_1_2	33.754	22.825
ORL	80	mar_10_1_2	23.633	14.142
ORL	80	mar_10_1_2	36.608	31.241
ORL	80	mar_10_1_2	24.815	14.142
ORL	80	mar_10_1_2	25.387	12.649
ORL	80	mar_10_1_2	27.199	12.649
ORL	80	mar_10_1_2	32.157	19.235
ORL	80	mar_10_1_2	31.529	18.682
ORL	80	mar_10_1_2	38.875	24.166
ORL	80	mar_10_1_2	37.107	21.26
ORL	80	mar_10_1_2	39.405	21.26
ORL	80	mar_10_1_2	40.12	22.204
